 ,Area,X,Y,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1254,715,2532.188,16171.645,2515,16156,33,31,0.725,34.438,2517,16179,25.821,30.406,1.045,0.957,0.913
1255,904,5974.006,16174.735,5955,16158,36,33,0.834,37.000,5956,16181,18.925,33.000,1.054,0.949,0.944
1256,16,5584.000,16163.062,5581,16161,6,4,0.772,6.325,5581,16164,18.435,4.000,1.522,0.657,0.780
1257,9,6115.500,16162.500,6114,16161,3,3,1.000,4.243,6114,16161,135.000,3.000,1.000,1.000,1.000
1258,4,5908.000,16180.500,5907,16179,2,3,0.857,3.606,5907,16182,56.310,2.000,2.031,0.492,0.800
1259,13,6188.885,16181.885,6187,16180,4,4,1.000,5.000,6187,16180,126.870,4.000,1.159,0.863,0.897
1260,7,1510.786,16185.500,1509,16184,3,3,1.000,3.606,1510,16184,123.690,3.000,1.069,0.936,0.875
1261,26,5992.308,16196.500,5988,16193,9,7,0.577,10.817,5988,16199,33.690,4.160,3.468,0.288,0.743
1262,9,1668.611,16215.722,1667,16213,3,5,0.726,5.831,1667,16218,59.036,2.683,2.627,0.381,0.783
1263,6,6213.500,16218.000,6212,16217,3,2,1.000,3.606,6212,16217,146.310,2.000,1.500,0.667,1.000
1264,9,5347.056,16231.167,5345,16230,4,3,1.000,4.472,5345,16230,153.435,3.000,1.536,0.651,0.857
1265,4,3115.000,16234.000,3114,16233,2,2,1.000,2.828,3114,16233,135.000,2.000,1.000,1.000,1.000
1266,22,3472.773,16244.136,3470,16242,6,5,0.988,6.403,3470,16242,128.660,5.000,1.146,0.873,0.880
1267,22,6288.682,16244.909,6286,16242,5,6,0.988,7.211,6287,16248,56.310,4.919,1.582,0.632,0.880
1268,17,2891.912,16248.206,2889,16246,5,5,0.911,5.831,2889,16247,149.036,4.919,1.081,0.925,0.829
1269,565,4911.243,16271.812,4896,16259,30,26,0.814,31.623,4896,16265,161.565,25.614,1.176,0.850,0.929
1270,12,802.500,16272.000,801,16270,3,4,1.000,5.000,801,16270,126.870,3.000,1.333,0.750,1.000
1271,4,6239.000,16279.000,6238,16278,2,2,1.000,2.828,6238,16278,135.000,2.000,1.000,1.000,1.000
1272,16,2938.188,16281.438,2935,16279,6,4,0.857,6.325,2935,16281,161.565,4.000,1.572,0.636,0.842
1273,4,5233.500,16287.750,5232,16287,3,2,1.000,3.162,5232,16287,161.565,2.000,1.468,0.681,0.800
1274,3265,6417.925,16343.832,6384,16307,67,71,0.362,72.236,6404,16375,68.051,64.622,1.075,0.930,0.903
1275,16,4581.375,16310.438,4579,16308,5,5,1.000,5.831,4579,16312,30.964,4.919,1.245,0.803,0.800
1276,4,6404.250,16314.250,6403,16313,3,3,0.698,4.243,6403,16316,45.000,2.121,2.530,0.395,0.615
1277,4,1557.000,16317.000,1556,16316,2,2,1.000,2.828,1556,16316,135.000,2.000,1.000,1.000,1.000
1278,69,5311.109,16320.717,5306,16316,10,9,0.924,11.180,5306,16323,26.565,9.000,1.136,0.880,0.896
1279,31,4030.113,16330.694,4027,16328,6,6,0.928,7.810,4027,16328,140.194,6.000,1.036,0.965,0.925
1280,179,4590.925,16336.277,4583,16328,15,16,0.933,16.763,4589,16328,107.354,15.000,1.015,0.985,0.923
1281,16,5643.312,16333.438,5640,16330,6,7,0.526,8.602,5641,16337,54.462,3.600,3.324,0.301,0.615
1282,23,3588.239,16347.935,3586,16345,5,6,0.902,7.810,3586,16351,50.194,5.000,1.594,0.627,0.885
1283,26,1679.654,16353.154,1675,16350,8,6,0.619,8.246,1675,16352,165.964,6.000,1.293,0.773,0.667
1284,4,2634.000,16353.000,2633,16352,2,2,1.000,2.828,2633,16352,135.000,2.000,1.000,1.000,1.000
1285,295,5341.090,16384.449,5331,16375,20,19,0.840,21.633,5332,16390,33.690,19.000,1.053,0.950,0.922
1286,20,5251.950,16391.050,5248,16389,7,4,0.717,7.280,5248,16390,164.055,4.000,1.720,0.581,0.833
1287,55,3879.518,16396.136,3875,16392,9,8,0.993,9.487,3875,16398,18.435,8.000,1.105,0.905,0.909
1288,5,6208.300,16393.900,6207,16393,3,2,1.000,3.606,6207,16395,33.690,2.000,1.553,0.644,0.909
1289,4,6142.500,16408.250,6141,16407,3,2,1.000,3.162,6141,16408,161.565,2.000,1.468,0.681,0.800
1290,16,4623.375,16414.062,4620,16412,6,4,0.857,6.325,4620,16413,161.565,4.000,1.472,0.679,0.821
1291,157,6173.360,16426.857,6166,16419,15,15,0.738,18.028,6169,16434,56.310,14.142,1.182,0.846,0.853
1292,23,4785.022,16424.239,4782,16422,6,5,0.964,7.211,4782,16426,33.690,5.000,1.438,0.696,0.885
1293,6,767.500,16453.000,766,16452,3,2,1.000,3.606,766,16452,146.310,2.000,1.500,0.667,1.000
1294,50,6161.540,16481.060,6157,16477,9,8,0.944,9.487,6157,16482,18.435,8.000,1.059,0.944,0.862
1295,21,4474.452,16498.214,4471,16496,6,5,0.880,6.708,4471,16499,26.565,5.000,1.283,0.779,0.857
1296,8,650.375,16499.875,648,16498,4,3,0.820,5.000,648,16501,36.870,3.000,1.767,0.566,0.842
1297,4,565.500,16500.000,564,16499,3,2,1.000,3.606,564,16499,146.310,2.000,2.031,0.492,0.800
1298,5,6456.300,16506.700,6455,16505,2,4,0.674,4.472,6455,16505,116.565,2.000,2.749,0.364,0.769
1299,32,579.188,16516.625,573,16507,11,21,0.154,23.707,573,16507,117.646,4.152,9.215,0.109,0.454
1300,10,6456.700,16514.000,6455,16510,3,7,0.419,7.616,6455,16510,113.199,2.630,3.633,0.275,0.645
1301,6,4979.500,16512.000,4977,16511,5,2,0.615,5.385,4977,16511,158.199,2.000,3.306,0.302,0.750
1302,5,4965.900,16520.300,4964,16518,4,4,0.491,5.657,4964,16522,45.000,2.121,3.986,0.251,0.588
1303,97,1772.469,16535.304,1766,16530,12,11,0.909,13.416,1766,16537,26.565,11.000,1.212,0.825,0.911
1304,5,4953.100,16531.700,4952,16530,2,3,1.000,3.606,4952,16533,56.310,2.000,1.553,0.644,0.909
1305,9,753.278,16544.056,751,16542,5,4,0.698,6.403,751,16546,38.660,2.774,3.199,0.313,0.720
1306,12,6139.167,16559.000,6137,16557,4,4,1.000,5.000,6137,16560,36.870,4.000,1.281,0.781,0.857
1307,38,6141.526,16589.053,6138,16586,7,7,0.924,8.602,6138,16591,35.538,6.957,1.214,0.824,0.894
1308,31,2259.145,16598.629,2255,16596,9,5,0.738,9.220,2255,16597,167.471,5.000,1.786,0.560,0.849
1309,1142,1006.631,16619.984,985,16599,41,40,0.690,41.976,985,16617,167.619,36.218,1.148,0.871,0.930
1310,10,6463.400,16618.600,6461,16616,4,5,0.358,6.403,6461,16616,128.660,3.881,1.433,0.698,0.606
1311,14,5738.714,16624.286,5737,16621,3,6,0.838,6.325,5738,16627,71.565,3.000,1.851,0.540,0.903
1312,4,6455.500,16643.000,6454,16642,3,2,1.000,3.606,6454,16642,146.310,2.000,2.031,0.492,0.800
1313,6,5451.667,16645.333,5450,16644,3,3,1.000,3.606,5450,16646,33.690,2.828,1.291,0.775,0.800
1314,8,5112.250,16657.125,5111,16655,3,4,0.914,4.472,5111,16659,63.435,3.000,1.605,0.623,0.800
1315,66,4740.303,16718.379,4735,16714,10,9,0.934,10.198,4735,16718,168.690,9.000,1.034,0.967,0.892
1316,27,4755.685,16728.537,4752,16726,7,5,0.967,7.280,4752,16729,15.945,5.000,1.270,0.788,0.885
1317,4,2768.250,16730.500,2767,16729,2,3,0.857,3.162,2768,16729,108.435,2.000,1.468,0.681,0.800
1318,28,4736.786,16736.357,4733,16734,7,5,0.943,8.062,4733,16734,150.255,5.000,1.312,0.762,0.903
1319,206,4800.117,16742.345,4791,16734,17,16,0.930,18.385,4791,16745,22.380,16.000,1.073,0.932,0.928
1320,75,4733.767,16763.740,4729,16759,10,10,0.813,11.402,4730,16768,37.875,10.000,1.136,0.880,0.872
1321,53,5613.557,16773.066,5609,16769,9,8,0.862,10.000,5610,16776,36.870,8.000,1.227,0.815,0.848
1322,29,4742.914,16797.121,4740,16794,6,6,0.920,8.485,4740,16800,45.000,5.821,1.408,0.710,0.906
1323,40,4441.225,16814.275,4435,16808,12,12,0.422,16.279,4435,16819,42.510,3.536,5.464,0.183,0.755
1324,5,6459.900,16827.100,6458,16826,3,3,0.674,4.243,6458,16826,135.000,2.828,1.727,0.579,0.714
1325,25,3547.580,16830.420,3545,16827,5,8,0.676,8.544,3546,16827,110.556,5.000,1.864,0.536,0.794
1326,6,473.667,16865.500,472,16864,3,3,1.000,4.243,472,16867,45.000,2.683,1.809,0.553,0.800
1327,4,6435.000,16875.000,6434,16874,2,2,1.000,2.828,6434,16874,135.000,2.000,1.000,1.000,1.000
1328,4,6456.250,16880.750,6455,16879,2,3,0.857,3.606,6455,16882,56.310,2.000,2.000,0.500,0.800
1329,4,3598.500,16887.000,3597,16886,3,2,1.000,3.606,3597,16886,146.310,2.000,2.031,0.492,0.800
1330,219,2323.285,16911.637,2314,16904,19,16,0.847,19.647,2314,16914,14.744,16.000,1.240,0.806,0.914
1331,8,2917.375,16909.625,2916,16908,3,3,1.000,4.243,2916,16908,135.000,3.000,1.229,0.814,0.941
1332,8,1273.625,16927.625,1272,16926,3,3,1.000,4.243,1272,16929,45.000,3.000,1.229,0.814,0.941
1333,69,1815.601,16933.558,1811,16926,8,15,0.607,15.811,1812,16941,71.565,7.034,2.658,0.376,0.784
1334,18,2104.722,16939.333,2101,16936,8,7,0.451,10.630,2101,16936,138.814,3.225,4.402,0.227,0.667
1335,77,1317.630,16949.799,1313,16944,11,11,0.745,12.806,1314,16944,128.660,10.286,1.278,0.783,0.794
1336,28,1350.429,16949.429,1348,16946,5,7,1.000,7.616,1349,16953,66.801,5.000,1.355,0.738,0.903
1337,4,2318.000,16947.000,2317,16946,2,2,1.000,2.828,2317,16946,135.000,2.000,1.000,1.000,1.000
1338,4,5061.250,16947.500,5060,16946,3,3,0.698,4.243,5060,16949,45.000,2.121,2.654,0.377,0.667
1339,6,6365.000,16950.000,6363,16949,4,2,0.916,4.472,6363,16951,26.565,2.000,2.082,0.480,0.857
1340,18,1343.500,16959.611,1340,16957,6,5,0.526,7.211,1340,16958,146.310,5.000,1.520,0.658,0.720
1341,28,1237.286,16960.821,1234,16958,6,6,0.867,7.810,1235,16964,50.194,6.000,1.187,0.843,0.875
1342,52,6006.904,16971.231,6001,16965,10,12,0.520,12.806,6001,16974,38.660,9.171,1.615,0.619,0.627
1343,4,6456.500,16981.000,6456,16979,1,4,0.645,4.123,6456,16979,104.036,1.000,4.000,0.250,1.000
1344,10,2167.700,16993.500,2166,16992,4,3,1.000,4.472,2166,16992,153.435,3.000,1.236,0.809,0.909
1345,4,3899.000,17021.000,3898,17020,2,2,1.000,2.828,3898,17020,135.000,2.000,1.000,1.000,1.000
1346,28,3919.071,17026.000,3912,17021,14,11,0.264,17.804,3912,17021,141.843,3.529,7.926,0.126,0.549
1347,4,3674.000,17024.000,3673,17023,2,2,1.000,2.828,3673,17023,135.000,2.000,1.000,1.000,1.000
1348,6,6003.333,17028.833,6002,17027,3,3,0.916,3.606,6003,17027,123.690,3.000,1.124,0.890,0.800
1349,27,3877.833,17032.833,3873,17029,10,7,0.303,11.180,3873,17034,26.565,6.306,2.069,0.483,0.545
1350,15,3932.700,17035.967,3929,17033,8,6,0.454,9.434,3929,17033,147.995,3.328,3.912,0.256,0.600
1351,12,3873.500,17036.833,3871,17034,5,5,0.695,7.071,3871,17034,135.000,3.328,2.641,0.379,0.727
1352,18,5337.333,17040.444,5334,17039,7,3,0.895,7.280,5334,17039,164.055,3.000,2.178,0.459,0.923
1353,7,4096.071,17043.643,4094,17042,4,3,0.898,4.123,4094,17043,165.964,3.000,1.387,0.721,0.737
1354,23,4028.587,17055.761,4020,17054,15,5,0.257,15.811,4020,17054,161.565,3.603,5.947,0.168,0.554
1355,4,3368.750,17057.750,3368,17056,2,3,0.857,3.606,3368,17056,123.690,2.000,2.000,0.500,0.800
1356,4,4153.750,17066.250,4152,17065,3,2,0.857,3.606,4152,17067,33.690,2.000,2.000,0.500,0.800
1357,101,4136.005,17081.411,4133,17066,7,30,0.152,30.150,4135,17096,84.289,7.000,4.280,0.234,0.579
1358,5,4146.500,17071.900,4144,17071,5,2,0.513,5.385,4144,17073,21.801,1.897,4.051,0.247,0.667
1359,4,3371.000,17073.000,3370,17072,2,2,1.000,2.828,3370,17072,135.000,2.000,1.000,1.000,1.000
1360,6,4147.000,17075.000,4145,17074,4,2,0.916,4.472,4145,17076,26.565,2.000,2.082,0.480,0.857
1361,6,5111.500,17084.000,5110,17083,3,2,1.000,3.606,5110,17083,146.310,2.000,1.500,0.667,1.000
1362,47,4145.415,17096.819,4141,17086,12,17,0.163,19.723,4142,17086,120.466,10.539,1.912,0.523,0.398
1363,36,4626.250,17094.417,4623,17091,7,7,0.974,7.810,4623,17092,129.806,7.000,1.071,0.933,0.878
1364,63,4360.976,17102.754,4356,17098,10,9,0.928,10.817,4356,17105,33.690,9.000,1.199,0.834,0.869
1365,9,472.167,17100.611,470,17099,4,3,1.000,4.472,470,17100,153.435,3.000,1.340,0.746,0.857
1366,7,680.214,17119.929,678,17119,4,2,0.943,4.472,678,17119,153.435,2.000,1.936,0.517,0.933
1367,4,5891.000,17121.500,5890,17120,2,3,0.857,3.606,5890,17123,56.310,2.000,2.031,0.492,0.800
1368,4,6453.500,17135.000,6453,17133,1,4,0.645,4.123,6453,17133,104.036,1.000,4.000,0.250,1.000
1369,4,5640.000,17162.000,5639,17161,2,2,1.000,2.828,5639,17161,135.000,2.000,1.000,1.000,1.000
1370,8,5827.625,17166.625,5826,17165,3,3,1.000,4.243,5826,17168,45.000,3.000,1.229,0.814,0.941
1371,25,4979.420,17171.820,4976,17169,7,6,0.801,7.616,4976,17173,23.199,5.657,1.301,0.769,0.781
1372,4,1148.000,17172.000,1147,17171,2,2,1.000,2.828,1147,17171,135.000,2.000,1.000,1.000,1.000
1373,6,4533.500,17178.000,4532,17177,3,2,1.000,3.606,4532,17177,146.310,2.000,1.500,0.667,1.000
1374,8,2413.125,17185.625,2411,17184,4,3,1.000,5.000,2411,17184,143.130,3.000,1.791,0.558,0.800
1375,61,923.730,17194.254,917,17191,12,7,0.758,12.369,917,17192,165.964,7.000,1.468,0.681,0.865
1376,8,4352.000,17196.000,4350,17193,3,5,0.588,5.385,4351,17198,68.199,3.000,2.010,0.497,0.696
1377,5,937.900,17195.300,937,17194,2,3,1.000,3.606,937,17197,56.310,2.000,1.553,0.644,0.909
1378,6,6450.500,17226.000,6450,17223,1,6,0.458,6.083,6450,17223,99.462,1.000,6.000,0.167,1.000
1379,4,6449.250,17242.000,6448,17240,2,4,0.539,4.472,6448,17240,116.565,1.897,3.093,0.323,0.667
1380,26,5370.538,17250.269,5368,17247,6,7,0.854,8.062,5368,17254,60.255,5.657,1.458,0.686,0.839
1381,7,887.214,17259.929,885,17259,4,2,0.943,4.472,885,17259,153.435,2.000,1.936,0.517,0.933
1382,14,5950.071,17273.714,5947,17272,5,4,0.838,5.831,5947,17273,149.036,4.000,1.415,0.707,0.848
1383,8,5999.500,17281.000,5998,17279,3,4,0.914,5.000,5998,17283,53.130,2.683,2.179,0.459,0.800
1384,4,1698.000,17282.500,1697,17281,2,3,0.857,3.606,1697,17281,123.690,2.000,2.031,0.492,0.800
1385,13,2683.115,17282.962,2680,17281,6,4,0.697,6.708,2680,17281,153.435,3.334,2.453,0.408,0.722
1386,4,841.000,17285.000,840,17284,2,2,1.000,2.828,840,17284,135.000,2.000,1.000,1.000,1.000
1387,5,6257.700,17290.900,6256,17290,3,2,1.000,3.606,6256,17290,146.310,2.000,1.553,0.644,0.909
1388,4,6443.000,17299.500,6442,17298,2,3,0.857,3.606,6442,17298,123.690,2.000,2.031,0.492,0.800
1389,127,1096.972,17310.169,1090,17303,13,15,0.859,15.297,1095,17303,101.310,12.075,1.314,0.761,0.885
1390,4,462.750,17315.250,462,17314,2,3,0.857,3.606,462,17317,56.310,2.000,2.000,0.500,0.800
1391,127,3198.980,17321.744,3191,17316,15,12,0.814,15.133,3191,17323,7.595,12.000,1.170,0.855,0.891
1392,40,3216.650,17339.525,3212,17336,8,8,0.755,10.000,3213,17336,126.870,7.071,1.437,0.696,0.833
1393,4,577.500,17338.750,576,17338,3,2,1.000,3.162,576,17338,161.565,2.000,1.468,0.681,0.800
1394,29,5259.603,17353.362,5256,17350,7,7,0.930,7.616,5258,17357,66.801,5.657,1.263,0.792,0.829
1395,25,5646.060,17353.140,5643,17350,6,6,0.896,7.810,5643,17355,39.806,5.367,1.577,0.634,0.862
1396,38,5687.947,17356.079,5684,17353,8,6,0.905,8.944,5684,17358,26.565,6.000,1.416,0.706,0.864
1397,34,5730.382,17364.676,5725,17362,10,6,0.603,10.198,5725,17363,168.690,6.000,1.904,0.525,0.756
1398,4,6437.500,17367.000,6437,17365,1,4,0.645,4.123,6437,17365,104.036,1.000,4.000,0.250,1.000
1399,38,1029.974,17373.789,1026,17371,8,6,0.924,8.944,1026,17375,26.565,6.000,1.278,0.783,0.905
1400,7,1013.786,17379.500,1012,17378,3,3,1.000,3.606,1013,17378,123.690,3.000,1.069,0.936,0.875
1401,23,5687.413,17382.587,5684,17380,6,5,0.964,7.071,5685,17385,45.000,5.000,1.293,0.773,0.885
1402,76,3182.250,17393.921,3175,17390,14,8,0.770,14.318,3175,17392,167.905,8.000,1.936,0.516,0.854
1403,24,5729.417,17395.583,5727,17393,5,5,1.000,7.071,5727,17393,135.000,5.000,1.091,0.916,0.980
1404,6,5042.500,17402.000,5041,17401,3,2,1.000,3.606,5041,17401,146.310,2.000,1.500,0.667,1.000
1405,9,3985.944,17415.056,3984,17413,3,5,0.726,5.385,3985,17413,111.801,3.000,1.921,0.521,0.783
1406,4,1744.000,17416.000,1743,17415,2,2,1.000,2.828,1743,17415,135.000,2.000,1.000,1.000,1.000
1407,11,3976.136,17424.318,3973,17423,7,3,0.547,7.616,3973,17426,23.199,3.000,3.126,0.320,0.733
1408,4,4442.000,17452.000,4441,17451,2,2,1.000,2.828,4441,17451,135.000,2.000,1.000,1.000,1.000
1409,4,462.500,17460.000,462,17458,1,4,0.645,4.123,462,17458,104.036,1.000,4.000,0.250,1.000
1410,38,6242.447,17466.868,6239,17463,7,7,0.974,8.062,6239,17469,29.745,7.000,1.106,0.904,0.894
1411,1505,3298.400,17508.653,3272,17486,49,44,0.533,50.010,3272,17503,168.465,43.186,1.111,0.900,0.910
1412,10,2329.400,17504.700,2328,17503,3,4,1.000,5.000,2328,17507,53.130,3.000,1.288,0.776,0.909
1413,21,4729.690,17522.405,4727,17520,6,5,1.000,6.325,4727,17521,161.565,5.000,1.183,0.846,0.857
1414,8,5853.625,17524.625,5852,17523,3,3,1.000,4.243,5852,17526,45.000,3.000,1.229,0.814,0.941
1415,11,5701.682,17533.227,5698,17532,7,3,0.547,7.616,5698,17535,23.199,2.910,3.003,0.333,0.710
1416,16,908.375,17542.250,906,17539,4,6,0.857,6.708,907,17545,63.435,4.000,1.746,0.573,0.821
1417,6,5684.333,17543.500,5682,17542,4,3,0.686,4.472,5682,17544,26.565,2.846,1.809,0.553,0.667
1418,9,5673.722,17559.833,5672,17557,4,5,0.585,5.831,5672,17557,120.964,3.479,2.272,0.440,0.667
1419,21,2400.500,17564.500,2398,17562,5,5,1.000,5.831,2399,17562,120.964,5.000,1.000,1.000,0.913
1420,8,5674.500,17563.875,5672,17563,5,2,0.820,5.099,5672,17563,168.690,2.000,2.232,0.448,0.889
1421,13,970.269,17566.115,968,17564,4,4,1.000,5.000,968,17565,143.130,4.000,1.093,0.915,0.897
1422,135,4819.278,17572.233,4812,17566,15,12,0.865,16.155,4812,17575,21.801,12.000,1.207,0.828,0.906
1423,9,5628.167,17574.611,5626,17573,4,3,1.000,4.472,5626,17574,153.435,3.000,1.340,0.746,0.857
1424,19,5678.921,17579.711,5675,17575,7,10,0.359,12.207,5675,17575,124.992,3.200,5.361,0.187,0.623
1425,30,3251.600,17603.900,3249,17600,5,9,0.577,9.849,3250,17600,113.962,5.000,1.950,0.513,0.800
1426,18,2455.278,17604.278,2452,17602,6,5,0.868,6.708,2452,17603,153.435,4.743,1.580,0.633,0.800
1427,17,4835.500,17604.147,4833,17602,5,5,0.985,5.385,4834,17602,111.801,4.950,1.044,0.957,0.850
1428,8,2462.375,17605.625,2461,17604,3,3,1.000,4.243,2461,17604,135.000,3.000,1.229,0.814,0.941
1429,30,3370.467,17639.133,3367,17636,7,6,0.929,7.616,3367,17641,23.199,6.000,1.042,0.960,0.857
1430,1039,2299.016,17661.450,2278,17645,40,34,0.775,41.629,2279,17652,155.898,34.000,1.194,0.837,0.941
1431,23,2463.065,17649.587,2460,17647,6,5,0.964,6.708,2460,17648,153.435,5.000,1.126,0.888,0.868
1432,58,3300.828,17650.931,3296,17647,9,8,0.960,10.000,3298,17655,53.130,8.000,1.125,0.889,0.913
1433,5,3349.300,17662.100,3348,17661,3,2,1.000,3.606,3348,17661,146.310,2.000,1.553,0.644,0.909
1434,8,690.500,17687.000,689,17685,3,4,0.914,4.123,690,17685,104.036,3.000,1.195,0.837,0.800
1435,4,709.250,17688.500,708,17687,2,3,0.857,3.162,709,17687,108.435,2.000,1.468,0.681,0.800
1436,108,3355.259,17695.704,3349,17690,14,12,0.826,14.560,3349,17699,15.945,11.571,1.323,0.756,0.854
1437,14,4012.143,17706.929,4009,17704,7,6,0.379,9.220,4009,17704,139.399,3.578,3.221,0.310,0.583
1438,5,4974.900,17707.500,4974,17705,2,5,0.462,5.385,4974,17705,111.801,1.897,4.051,0.247,0.667
1439,10,5012.000,17708.000,5008,17705,8,6,0.302,10.000,5008,17705,143.130,2.186,7.294,0.137,0.526
1440,4,5612.750,17707.000,5612,17705,2,4,0.457,4.123,5612,17705,104.036,2.000,2.293,0.436,0.615
1441,4,3438.750,17707.750,3437,17706,3,3,0.611,4.243,3437,17709,45.000,2.121,2.530,0.395,0.615
1442,13,3939.192,17709.962,3935,17707,8,5,0.275,9.434,3935,17712,32.005,4.400,2.607,0.384,0.520
1443,6,3699.000,17709.500,3698,17708,2,3,1.000,3.606,3698,17708,123.690,2.000,1.500,0.667,1.000
1444,17,3960.559,17710.794,3957,17709,7,4,0.609,7.280,3957,17712,15.945,3.922,1.975,0.506,0.739
1445,4,5795.500,17710.000,5794,17709,3,2,1.000,3.606,5794,17709,146.310,2.000,2.031,0.492,0.800
1446,4,5634.500,17711.750,5633,17710,3,3,0.698,4.243,5633,17710,135.000,2.121,2.654,0.377,0.667
1447,11,6306.864,17712.045,6304,17710,6,4,0.361,6.708,6304,17710,153.435,3.881,1.886,0.530,0.550
1448,8,6140.500,17713.625,6138,17711,5,5,0.503,7.071,6138,17711,135.000,2.600,4.026,0.248,0.571
1449,4,4861.000,17712.500,4859,17712,4,1,0.740,4.123,4859,17712,165.964,1.000,4.000,0.250,1.000
1450,5,4873.500,17713.300,4871,17712,5,2,0.513,5.385,4871,17712,158.199,1.940,3.678,0.272,0.667
1451,5,5250.900,17713.700,5250,17712,2,3,1.000,3.606,5250,17712,123.690,2.000,1.553,0.644,0.909
1452,5,5656.700,17713.300,5655,17712,4,3,0.314,4.472,5655,17712,153.435,3.000,1.551,0.645,0.500
1453,5,1750.900,17714.300,1750,17713,2,3,1.000,3.606,1750,17716,56.310,2.000,1.553,0.644,0.909
1454,13,4735.115,17714.885,4729,17713,11,3,0.255,11.402,4729,17716,15.255,2.668,6.380,0.157,0.565
1455,7,5507.357,17714.643,5505,17713,5,3,0.621,5.831,5505,17713,149.036,2.496,3.086,0.324,0.700
1456,7,3569.071,17715.500,3567,17714,4,4,0.406,5.000,3568,17718,53.130,3.536,1.451,0.689,0.560
1457,5,5560.700,17715.100,5559,17714,3,2,1.000,3.606,5559,17716,33.690,2.000,1.553,0.644,0.909
1458,11,6146.591,17715.591,6144,17714,6,3,0.715,6.708,6144,17714,153.435,3.000,2.662,0.376,0.786
1459,24,5250.583,17718.958,5243,17715,13,8,0.139,13.928,5243,17721,21.038,5.814,3.000,0.333,0.384
1460,8,5382.250,17718.000,5381,17715,3,5,0.645,5.831,5381,17715,120.964,3.000,2.408,0.415,0.696
1461,7,5476.071,17717.071,5474,17715,4,4,0.687,5.657,5474,17719,45.000,2.496,2.959,0.338,0.667
1462,4,5421.500,17718.000,5421,17716,1,4,0.645,4.123,5421,17716,104.036,1.000,4.000,0.250,1.000
1463,7,6152.929,17717.929,6151,17716,5,3,0.455,5.831,6151,17716,149.036,3.000,2.593,0.386,0.636
1464,4,6263.500,17716.750,6262,17716,3,2,1.000,3.162,6262,17716,161.565,2.000,1.468,0.681,0.800
1465,12,554.500,17720.917,550,17717,8,8,0.184,11.314,550,17717,135.000,3.536,4.449,0.225,0.436
1466,26,2691.269,17719.731,2686,17717,12,5,0.302,12.369,2686,17722,14.036,4.667,3.268,0.306,0.571
1467,8,5809.125,17718.500,5807,17717,4,3,0.710,5.000,5807,17717,143.130,3.000,1.862,0.537,0.762
1468,10,4501.100,17719.700,4498,17718,6,4,0.329,7.211,4498,17722,33.690,4.000,2.249,0.445,0.465
1469,9,5149.167,17719.944,5146,17718,6,3,0.367,6.325,5146,17721,18.435,3.000,2.325,0.430,0.621
1470,5,5213.500,17719.500,5212,17718,3,3,0.873,4.243,5212,17718,135.000,2.236,2.188,0.457,0.714
1471,14,5353.429,17720.500,5349,17718,9,5,0.171,9.487,5349,17720,161.565,4.768,2.691,0.372,0.394
1472,4,5578.750,17719.250,5577,17718,3,2,0.857,3.606,5577,17720,33.690,2.000,2.000,0.500,0.800
1473,4,5814.000,17719.500,5812,17718,4,3,0.393,4.472,5812,17719,153.435,2.530,2.179,0.459,0.500
1474,6,1987.833,17720.333,1985,17719,5,2,0.555,5.385,1985,17721,21.801,2.000,3.550,0.282,0.750
1475,4,2449.750,17720.250,2448,17719,3,2,0.857,3.606,2448,17721,33.690,2.000,2.000,0.500,0.800
1476,5,4294.900,17720.100,4293,17719,4,2,0.764,4.472,4293,17719,153.435,2.000,2.610,0.383,0.769
1477,6,5239.833,17720.167,5237,17719,5,2,0.532,5.385,5237,17719,158.199,2.000,2.779,0.360,0.632
1478,19,5305.658,17723.921,5303,17719,6,8,0.453,8.944,5304,17719,116.565,4.992,1.897,0.527,0.613
1479,6,5483.667,17721.500,5482,17720,3,3,1.000,4.243,5482,17720,135.000,2.683,1.809,0.553,0.800
1480,5,5848.700,17721.300,5847,17720,4,2,0.674,4.472,5847,17720,153.435,2.000,2.749,0.364,0.769
1481,12,5233.750,17722.250,5231,17721,6,3,0.781,6.083,5231,17721,170.538,3.000,1.629,0.614,0.800
1482,7,681.357,17723.786,680,17722,3,3,1.000,4.243,680,17722,135.000,3.000,1.380,0.725,0.875
1483,17,1359.324,17724.853,1354,17722,11,5,0.270,12.083,1354,17722,155.556,3.578,4.541,0.220,0.548
1484,8,1815.000,17724.000,1812,17722,5,3,0.588,5.385,1812,17725,21.801,3.000,2.010,0.497,0.696
1485,7,5925.500,17724.500,5924,17722,4,4,0.564,5.657,5924,17722,135.000,2.828,2.376,0.421,0.636
1486,4,1141.500,17724.250,1140,17723,3,2,1.000,3.162,1140,17724,161.565,2.000,1.468,0.681,0.800
1487,4,1492.500,17724.250,1491,17723,3,2,1.000,3.162,1491,17724,161.565,2.000,1.468,0.681,0.800
1488,8,1873.000,17724.000,1871,17723,4,2,1.000,4.472,1871,17723,153.435,2.000,2.000,0.500,1.000
1489,8,916.875,17727.750,915,17724,4,7,0.305,7.616,916,17731,66.801,2.971,3.596,0.278,0.485
1490,4,1988.000,17724.500,1986,17724,4,1,0.740,4.123,1986,17724,165.964,1.000,4.000,0.250,1.000
