 ,Area,X,Y,BX,BY,Width,Height,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
537,188,3693.883,8303.867,3686,8295,15,17,0.795,19.105,3686,8299,137.121,15.000,1.162,0.860,0.902
538,11,3739.773,8301.864,3736,8300,7,4,0.461,7.616,3736,8303,23.199,2.600,3.959,0.253,0.629
539,10,3725.700,8307.400,3723,8306,5,3,0.806,5.385,3723,8308,21.801,3.000,1.976,0.506,0.800
540,20,4379.000,8312.900,4376,8311,6,4,0.994,6.708,4376,8314,26.565,4.000,1.429,0.700,0.909
541,36,3702.083,8317.361,3699,8314,7,7,0.923,9.220,3699,8321,40.601,6.934,1.337,0.748,0.878
542,8,3693.375,8328.750,3692,8327,3,4,0.914,5.000,3692,8331,53.130,2.828,1.939,0.516,0.842
543,131,2584.546,8339.004,2578,8332,14,15,0.517,16.401,2579,8345,37.569,12.728,1.210,0.826,0.840
544,17,3686.382,8338.324,3683,8333,7,9,0.359,11.402,3683,8342,52.125,3.600,4.590,0.218,0.576
545,5,5384.300,8341.500,5383,8340,3,3,0.873,3.606,5383,8343,33.690,2.683,1.496,0.668,0.714
546,6,2374.500,8348.333,2373,8347,3,3,1.000,4.243,2373,8347,135.000,2.683,1.809,0.553,0.800
547,76,2572.421,8358.974,2559,8349,24,20,0.217,31.241,2559,8369,39.806,4.736,9.690,0.103,0.606
548,10,1501.000,8362.600,1499,8361,4,3,0.806,5.000,1499,8361,143.130,3.000,1.285,0.778,0.870
549,4,2369.000,8372.000,2368,8371,2,2,1.000,2.828,2368,8371,135.000,2.000,1.000,1.000,1.000
550,9,2202.056,8387.611,2200,8385,4,5,0.638,6.403,2200,8390,51.340,2.828,2.874,0.348,0.720
551,7,3956.500,8430.500,3955,8429,3,3,1.000,4.243,3955,8432,45.000,2.828,1.596,0.626,0.875
552,27,4142.833,8432.648,4138,8430,9,5,0.611,9.487,4138,8433,18.435,4.808,2.174,0.460,0.771
553,4,1742.000,8441.000,1741,8440,2,2,1.000,2.828,1741,8440,135.000,2.000,1.000,1.000,1.000
554,6,3116.500,8441.000,3115,8440,3,2,1.000,3.606,3115,8440,146.310,2.000,1.500,0.667,1.000
555,278,5660.500,8474.392,5650,8465,21,19,0.647,23.324,5651,8480,30.964,18.305,1.186,0.843,0.881
556,10,830.000,8475.500,827,8474,6,3,0.650,6.708,827,8474,153.435,2.683,3.081,0.325,0.769
557,119,5636.071,8518.055,5629,8511,14,13,0.691,15.232,5629,8521,23.199,12.442,1.227,0.815,0.847
558,161,5615.370,8538.022,5606,8528,18,22,0.366,23.409,5611,8550,70.017,13.741,2.010,0.497,0.652
559,9,5598.944,8540.611,5597,8539,4,3,1.000,5.000,5597,8539,143.130,3.000,1.817,0.550,0.857
560,9,5441.944,8562.500,5439,8561,5,3,0.726,5.385,5439,8563,21.801,3.000,1.874,0.534,0.750
561,7,692.214,8576.929,690,8576,4,2,0.943,4.472,690,8576,153.435,2.000,1.936,0.517,0.933
562,16,5988.500,8647.000,5986,8645,5,4,1.000,6.403,5986,8645,141.340,4.000,1.662,0.602,0.889
563,7,3763.643,8661.786,3762,8660,3,3,1.000,4.243,3762,8663,45.000,3.000,1.380,0.725,0.875
564,24,1106.708,8679.292,1104,8676,5,7,0.860,7.616,1106,8683,66.801,5.000,1.356,0.737,0.842
565,29,2550.362,8680.362,2546,8678,9,5,0.727,9.487,2546,8682,18.435,5.000,2.248,0.445,0.795
566,407,4384.001,8695.964,4373,8684,22,24,0.884,25.942,4378,8684,117.553,22.000,1.102,0.907,0.939
567,7,5065.500,8687.500,5064,8686,3,3,1.000,4.243,5064,8686,135.000,2.828,1.596,0.626,0.875
568,196,5997.097,8697.816,5989,8687,14,22,0.699,22.804,5994,8687,105.255,13.481,1.767,0.566,0.824
569,14,2698.857,8693.714,2696,8690,5,7,0.535,8.062,2697,8697,60.255,3.200,3.237,0.309,0.700
570,13,3764.192,8706.115,3762,8703,5,6,0.627,7.211,3762,8709,56.310,3.400,2.875,0.348,0.684
571,4,2927.000,8708.000,2926,8707,2,2,1.000,2.828,2926,8707,135.000,2.000,1.000,1.000,1.000
572,21,3757.595,8716.500,3753,8711,9,10,0.350,13.454,3753,8721,48.013,2.828,6.312,0.158,0.636
573,15,5287.033,8713.633,5285,8711,4,5,1.000,5.385,5286,8716,68.199,4.000,1.127,0.887,0.857
574,47,6023.500,8730.649,6018,8727,10,7,0.798,11.662,6018,8733,30.964,6.656,1.902,0.526,0.862
575,19,6013.447,8736.184,6011,8733,5,6,0.725,7.211,6012,8739,56.310,4.919,1.525,0.656,0.792
576,11,3543.409,8771.682,3541,8770,5,3,0.976,5.385,3541,8773,21.801,3.000,1.772,0.564,0.846
577,26,1711.115,8778.654,1707,8773,7,12,0.348,13.416,1707,8773,116.565,4.772,3.270,0.306,0.565
578,4,1716.500,8796.750,1715,8796,3,2,1.000,3.162,1715,8796,161.565,2.000,1.468,0.681,0.800
579,38,1720.789,8808.816,1716,8803,9,11,0.483,14.213,1716,8803,129.289,4.715,3.869,0.258,0.724
580,10,4112.000,8806.000,4110,8804,4,4,0.982,5.657,4110,8808,45.000,2.828,2.217,0.451,0.833
581,4,6448.750,8819.000,6447,8817,3,4,0.457,5.000,6447,8817,126.870,1.941,3.850,0.260,0.571
582,4,4947.500,8820.000,4946,8818,3,4,0.457,5.000,4946,8822,53.130,1.789,3.873,0.258,0.571
583,4,1546.500,8836.750,1545,8836,3,2,1.000,3.162,1545,8836,161.565,2.000,1.468,0.681,0.800
584,4,6136.000,8841.000,6135,8840,2,2,1.000,2.828,6135,8840,135.000,2.000,1.000,1.000,1.000
585,4,3239.000,8854.000,3238,8853,2,2,1.000,2.828,3238,8853,135.000,2.000,1.000,1.000,1.000
586,5,6451.900,8855.700,6450,8854,3,3,0.572,3.606,6450,8855,146.310,3.000,1.141,0.877,0.667
587,16,2553.312,8867.812,2551,8865,5,6,0.496,7.810,2551,8871,50.194,4.366,2.167,0.461,0.711
588,4,2553.000,8882.000,2552,8881,2,2,1.000,2.828,2552,8881,135.000,2.000,1.000,1.000,1.000
589,5,2787.700,8886.900,2786,8886,3,2,1.000,3.606,2786,8886,146.310,2.000,1.553,0.644,0.909
590,21,5650.976,8900.310,5647,8898,8,4,0.666,8.944,5647,8902,26.565,3.617,2.862,0.349,0.808
591,8,2975.875,8903.750,2974,8902,4,3,1.000,4.472,2974,8905,26.565,3.000,1.605,0.623,0.800
592,11,5693.136,8908.591,5691,8907,4,3,1.000,5.000,5691,8910,36.870,3.000,1.372,0.729,0.957
593,193,961.474,8921.194,953,8913,17,16,0.737,19.849,955,8914,139.086,15.400,1.208,0.828,0.877
594,6,2547.500,8918.000,2546,8917,3,2,1.000,3.606,2546,8917,146.310,2.000,1.500,0.667,1.000
595,6,4271.000,8918.667,4270,8917,2,4,0.686,4.472,4270,8917,116.565,2.000,1.944,0.515,0.800
596,17,994.029,8922.147,992,8920,4,5,1.000,5.831,992,8920,120.964,4.000,1.134,0.882,0.919
597,4,6451.500,8925.000,6451,8923,1,4,0.645,4.123,6451,8923,104.036,1.000,4.000,0.250,1.000
598,5,2897.100,8927.300,2896,8926,2,3,1.000,3.606,2896,8926,123.690,2.000,1.553,0.644,0.909
599,4,4276.000,8938.000,4275,8937,2,2,1.000,2.828,4275,8937,135.000,2.000,1.000,1.000,1.000
600,182,998.813,8948.813,985,8941,37,16,0.223,37.855,985,8948,167.800,14.479,2.953,0.339,0.475
601,4,580.000,8970.000,579,8968,2,4,0.457,4.123,579,8968,104.036,2.000,2.000,0.500,0.571
602,5,4494.300,8977.700,4493,8976,3,3,0.873,4.243,4493,8976,135.000,2.121,2.308,0.433,0.769
603,4,4500.750,8984.500,4500,8983,2,3,0.857,3.162,4500,8983,108.435,2.000,1.468,0.681,0.800
604,43,2584.802,9006.151,2580,9001,9,10,0.659,12.806,2580,9011,51.340,5.310,2.910,0.344,0.796
605,23,3209.630,9008.152,3205,9006,8,5,0.577,8.246,3205,9006,165.964,5.000,1.509,0.663,0.730
606,10,6400.600,9038.300,6398,9037,5,3,0.887,5.385,6398,9037,158.199,3.000,1.690,0.592,0.833
607,8,4136.625,9075.375,4135,9074,3,3,1.000,4.243,4135,9074,135.000,3.000,1.229,0.814,0.941
608,13,3773.192,9094.500,3771,9093,5,3,1.000,5.385,3771,9093,158.199,3.000,1.551,0.645,0.929
609,9,4417.167,9102.389,4415,9101,4,3,1.000,4.472,4415,9103,26.565,3.000,1.340,0.746,0.857
610,247,1769.099,9137.387,1754,9129,26,16,0.514,29.069,1754,9144,26.565,16.000,1.661,0.602,0.783
611,10,1513.400,9167.300,1511,9165,5,4,0.536,5.831,1511,9165,149.036,3.638,1.887,0.530,0.606
612,7,5642.786,9170.357,5641,9168,3,4,0.621,4.472,5642,9168,116.565,3.000,1.368,0.731,0.700
613,8,5816.875,9176.000,5814,9174,6,4,0.463,7.211,5814,9178,33.690,2.683,3.839,0.261,0.552
614,15,2641.167,9191.367,2639,9189,4,5,0.976,5.657,2639,9193,45.000,4.000,1.161,0.862,0.857
615,9,5584.500,9203.500,5583,9202,3,3,1.000,4.243,5583,9202,135.000,3.000,1.000,1.000,1.000
616,5,912.500,9208.500,911,9207,3,3,0.873,3.162,912,9207,108.435,2.828,1.000,1.000,0.714
617,21,3152.167,9209.976,3149,9207,6,7,0.476,8.062,3149,9207,119.745,6.000,1.632,0.613,0.677
618,6,4129.667,9220.333,4128,9219,3,3,1.000,3.606,4128,9221,33.690,2.828,1.291,0.775,0.800
619,10,829.500,9239.600,827,9238,5,3,0.806,5.831,827,9241,30.964,2.846,2.510,0.398,0.800
620,4,4811.000,9245.000,4810,9244,2,2,1.000,2.828,4810,9244,135.000,2.000,1.000,1.000,1.000
621,8,3009.000,9251.000,3007,9250,4,2,1.000,4.472,3007,9250,153.435,2.000,2.000,0.500,1.000
622,9,5796.833,9257.389,5795,9256,4,3,1.000,4.472,5795,9256,153.435,3.000,1.340,0.746,0.857
623,7,1610.214,9272.929,1608,9272,4,2,0.943,4.472,1608,9272,153.435,2.000,1.936,0.517,0.933
624,4,6452.250,9300.250,6451,9299,2,3,0.857,3.606,6451,9299,123.690,2.000,2.000,0.500,0.800
625,7,1158.214,9311.929,1156,9311,4,2,0.943,4.472,1156,9311,153.435,2.000,1.936,0.517,0.933
626,4,2678.000,9319.000,2677,9318,2,2,1.000,2.828,2677,9318,135.000,2.000,1.000,1.000,1.000
627,9,3282.944,9322.611,3281,9321,4,3,1.000,5.000,3281,9321,143.130,3.000,1.817,0.550,0.857
628,40,2959.275,9328.425,2956,9325,7,7,1.000,8.602,2956,9331,35.538,7.000,1.077,0.929,0.899
629,4,959.000,9328.000,958,9327,2,2,1.000,2.828,958,9327,135.000,2.000,1.000,1.000,1.000
630,4,572.000,9338.000,571,9337,2,2,1.000,2.828,571,9337,135.000,2.000,1.000,1.000,1.000
631,5,1409.100,9343.700,1408,9342,2,3,1.000,3.606,1408,9345,56.310,2.000,1.553,0.644,0.909
632,10,4844.800,9385.700,4843,9384,4,3,1.000,5.000,4843,9384,143.130,3.000,1.559,0.641,0.909
633,7,5742.786,9408.643,5741,9407,4,3,0.898,4.472,5741,9410,26.565,2.683,1.895,0.528,0.737
634,4,3303.000,9417.000,3302,9416,2,2,1.000,2.828,3302,9416,135.000,2.000,1.000,1.000,1.000
635,4,2834.000,9425.000,2833,9424,2,2,1.000,2.828,2833,9424,135.000,2.000,1.000,1.000,1.000
636,26,3834.500,9434.423,3829,9430,11,8,0.399,13.038,3829,9437,32.471,3.721,4.944,0.202,0.667
637,35,5541.300,9447.814,5536,9443,10,8,0.569,12.207,5536,9450,34.992,5.582,2.781,0.360,0.729
638,29,3170.017,9457.466,3165,9453,11,8,0.427,13.601,3165,9461,36.027,4.177,4.663,0.214,0.667
639,11,1944.591,9455.682,1942,9454,5,3,0.887,5.831,1942,9457,30.964,3.000,2.173,0.460,0.846
640,68,4049.176,9468.662,4046,9462,7,14,0.645,15.232,4046,9476,66.801,7.000,2.115,0.473,0.824
641,54,4896.944,9465.370,4888,9462,21,6,0.304,21.587,4888,9463,166.608,5.122,6.152,0.163,0.663
642,4,5271.000,9478.000,5270,9477,2,2,1.000,2.828,5270,9477,135.000,2.000,1.000,1.000,1.000
643,8,3895.250,9514.875,3893,9513,4,3,0.914,4.472,3893,9516,26.565,3.000,1.435,0.697,0.842
644,8,1600.625,9519.375,1599,9518,3,3,1.000,4.243,1599,9518,135.000,3.000,1.229,0.814,0.941
645,12,1755.083,9529.000,1753,9527,4,4,0.851,5.000,1753,9530,36.870,4.000,1.148,0.871,0.828
646,12,1384.833,9538.583,1382,9537,5,3,0.851,5.385,1382,9538,158.199,3.000,1.655,0.604,0.857
647,5,6113.100,9554.500,6112,9553,2,3,0.764,3.606,6112,9553,123.690,2.000,1.653,0.605,0.833
648,6,926.667,9570.667,925,9569,3,3,1.000,3.606,926,9569,123.690,2.828,1.291,0.775,0.800
649,4,5150.000,9576.000,5149,9575,2,2,1.000,2.828,5149,9575,135.000,2.000,1.000,1.000,1.000
650,32,2987.000,9590.062,2983,9586,8,9,0.446,11.402,2984,9595,52.125,5.778,2.273,0.440,0.660
651,6,4142.833,9596.667,4142,9595,2,4,0.809,4.472,4142,9599,63.435,2.000,2.237,0.447,0.857
652,140,4142.964,9612.107,4136,9606,14,13,0.957,14.866,4136,9609,160.346,13.000,1.123,0.890,0.921
653,28,2946.250,9616.179,2943,9609,5,12,0.396,12.369,2945,9621,75.964,5.000,3.261,0.307,0.675
654,5,5503.300,9669.100,5502,9668,3,2,1.000,3.606,5502,9668,146.310,2.000,1.553,0.644,0.909
655,54,4693.833,9750.185,4689,9746,9,8,0.975,9.487,4689,9751,18.435,8.000,1.125,0.889,0.900
656,4,6440.000,9770.000,6439,9769,2,2,1.000,2.828,6439,9769,135.000,2.000,1.000,1.000,1.000
657,16,2126.000,9787.875,2123,9786,6,4,0.927,6.708,2123,9786,153.435,3.795,2.022,0.494,0.821
658,25,2954.620,9798.420,2951,9796,7,5,0.954,7.280,2951,9797,164.055,5.000,1.433,0.698,0.847
659,12,655.500,9828.667,653,9827,5,4,0.931,5.099,653,9828,168.690,4.000,1.186,0.843,0.800
660,4,1376.000,9828.000,1375,9827,2,2,1.000,2.828,1375,9827,135.000,2.000,1.000,1.000,1.000
661,15,1889.300,9831.767,1888,9828,3,7,0.629,7.616,1888,9835,66.801,3.000,2.300,0.435,0.789
662,7,4455.500,9832.786,4454,9831,3,3,1.000,3.606,4455,9831,123.690,3.000,1.069,0.936,0.875
663,21,2909.690,9844.929,2906,9843,7,4,0.802,7.616,2906,9846,23.199,4.000,1.599,0.625,0.840
664,45,666.944,9851.633,663,9848,8,7,1.000,8.944,663,9854,26.565,7.000,1.151,0.869,0.918
665,5,4958.100,9848.900,4956,9848,4,2,0.764,4.472,4956,9848,153.435,2.000,2.610,0.383,0.769
666,43,657.058,9859.407,653,9856,8,7,0.850,9.434,653,9861,32.005,7.000,1.238,0.807,0.869
667,4,3187.000,9862.000,3186,9861,2,2,1.000,2.828,3186,9861,135.000,2.000,1.000,1.000,1.000
668,16,2959.375,9866.750,2957,9864,5,5,0.927,5.831,2957,9868,30.964,4.743,1.187,0.842,0.800
669,32,3466.812,9901.719,3464,9898,6,7,0.803,8.602,3464,9898,125.538,6.000,1.269,0.788,0.853
670,101,3407.153,9916.045,3401,9910,12,12,0.905,13.000,3401,9918,22.620,11.642,1.109,0.902,0.882
671,7,2502.786,9913.071,2501,9911,3,4,0.800,4.472,2502,9915,63.435,2.828,1.668,0.600,0.778
672,790,1705.318,9956.391,1689,9939,31,36,0.815,36.878,1700,9939,102.529,30.674,1.219,0.820,0.933
673,7,4521.786,9953.500,4520,9952,3,3,1.000,3.606,4521,9952,123.690,3.000,1.069,0.936,0.875
674,7,2535.643,9969.071,2533,9968,5,2,0.718,5.385,2533,9970,21.801,2.000,2.731,0.366,0.824
675,33,5585.288,9975.591,5582,9972,7,7,0.786,9.220,5582,9979,40.601,5.657,1.689,0.592,0.857
676,4,3284.000,9983.000,3283,9982,2,2,1.000,2.828,3283,9982,135.000,2.000,1.000,1.000,1.000
677,9,2260.944,9988.167,2259,9986,4,4,0.884,5.657,2259,9990,45.000,2.828,2.314,0.432,0.783
678,1994,4748.702,10022.191,4727,9992,43,61,0.788,61.522,4745,10053,82.528,43.000,1.449,0.690,0.951
679,5,6347.700,10003.900,6346,10003,3,2,1.000,3.606,6346,10003,146.310,2.000,1.553,0.644,0.909
680,6,4309.667,10005.667,4308,10004,3,3,1.000,3.606,4309,10004,123.690,2.828,1.291,0.775,0.800
681,26,5491.115,10025.846,5488,10023,6,6,0.854,7.211,5489,10029,56.310,5.657,1.185,0.844,0.852
682,5,3771.100,10037.300,3770,10036,2,3,1.000,3.606,3770,10036,123.690,2.000,1.553,0.644,0.909
683,7,2980.214,10043.929,2978,10043,4,2,0.943,4.472,2978,10043,153.435,2.000,1.936,0.517,0.933
684,5,5100.700,10058.100,5099,10057,3,2,1.000,3.606,5099,10059,33.690,2.000,1.553,0.644,0.909
685,13,6218.423,10069.192,6216,10067,5,4,0.922,5.385,6216,10070,21.801,4.000,1.354,0.739,0.788
686,25,1418.500,10072.260,1415,10070,7,5,0.756,7.616,1415,10073,23.199,5.000,1.515,0.660,0.820
687,114,5551.947,10085.930,5546,10080,12,12,0.932,13.892,5546,10089,30.256,12.000,1.094,0.914,0.916
688,13,3021.269,10088.500,3019,10086,4,5,0.922,5.831,3020,10091,59.036,3.578,1.802,0.555,0.812
689,20,1252.200,10107.250,1249,10104,6,6,0.619,7.810,1250,10110,50.194,5.367,1.539,0.650,0.741
690,4,6452.250,10106.750,6451,10105,2,3,0.857,3.606,6451,10108,56.310,2.000,2.000,0.500,0.800
691,4,6387.000,10110.000,6386,10109,2,2,1.000,2.828,6386,10109,135.000,2.000,1.000,1.000,1.000
692,200,4675.310,10119.455,4667,10111,17,16,0.838,17.720,4667,10122,16.390,16.000,1.049,0.954,0.903
693,26,5099.231,10124.462,5095,10122,8,5,0.760,8.944,5095,10126,26.565,4.743,2.073,0.482,0.839
694,6,6157.333,10131.667,6156,10130,3,3,1.000,3.606,6156,10133,33.690,2.828,1.291,0.775,0.800
695,9,3937.722,10135.056,3936,10133,4,5,0.585,6.403,3936,10138,51.340,3.051,2.802,0.357,0.692
696,15,4999.567,10167.567,4997,10166,6,3,0.898,6.325,4997,10166,161.565,3.000,1.902,0.526,0.909
697,4,3104.000,10168.000,3103,10167,2,2,1.000,2.828,3103,10167,135.000,2.000,1.000,1.000,1.000
698,47,6035.032,10172.904,6030,10169,9,7,0.812,9.849,6030,10171,156.038,7.000,1.452,0.688,0.870
699,27,5987.056,10184.574,5984,10182,6,6,0.967,7.211,5984,10186,33.690,6.000,1.148,0.871,0.871
700,35,6040.529,10209.329,6036,10206,8,7,0.793,9.434,6036,10207,147.995,7.000,1.334,0.749,0.805
701,14,1191.000,10209.500,1188,10208,6,3,0.911,6.083,1188,10209,170.538,3.000,1.768,0.565,0.875
702,223,2996.791,10218.365,2988,10210,17,17,0.877,18.439,2990,10212,130.601,17.000,1.013,0.987,0.916
703,13,3409.346,10230.038,3407,10228,4,4,1.000,5.000,3408,10228,126.870,4.000,1.148,0.871,0.897
704,16,5257.750,10231.125,5255,10229,6,4,0.927,6.325,5255,10230,161.565,4.000,1.465,0.683,0.821
705,38,5367.553,10244.000,5364,10240,7,8,0.953,8.246,5366,10240,104.036,7.000,1.070,0.934,0.835
706,45,6320.456,10243.722,6316,10240,8,8,0.850,9.434,6316,10241,147.995,8.000,1.057,0.946,0.833
707,21,3128.643,10246.833,3126,10244,5,5,1.000,6.403,3126,10249,38.660,5.000,1.147,0.872,0.933
708,7,5386.500,10245.500,5385,10244,3,3,1.000,4.243,5385,10244,135.000,2.828,1.596,0.626,0.875
709,7,2438.500,10255.214,2437,10254,3,3,1.000,3.606,2437,10254,123.690,3.000,1.069,0.936,0.875
710,5,1357.100,10269.300,1356,10268,2,3,1.000,3.606,1356,10268,123.690,2.000,1.553,0.644,0.909
711,5,2929.100,10278.700,2928,10277,2,3,1.000,3.606,2928,10280,56.310,2.000,1.553,0.644,0.909
712,5,4631.300,10281.900,4630,10281,3,2,1.000,3.606,4630,10283,33.690,2.000,1.553,0.644,0.909
713,5,3115.900,10287.300,3115,10286,2,3,1.000,3.606,3115,10289,56.310,2.000,1.553,0.644,0.909
714,6,2102.833,10289.333,2101,10288,3,3,0.916,3.606,2102,10288,123.690,3.000,1.124,0.890,0.800
715,16,3049.062,10334.438,3047,10332,4,5,0.958,6.403,3047,10337,51.340,4.000,1.532,0.653,0.889
716,31,2689.371,10371.952,2685,10368,8,7,0.596,10.630,2685,10375,41.186,5.600,2.263,0.442,0.756
717,131,6298.676,10387.523,6291,10376,13,20,0.391,20.396,6296,10396,78.690,13.000,1.992,0.502,0.682
718,6,1457.500,10388.333,1456,10387,3,3,1.000,4.243,1456,10390,45.000,2.683,1.809,0.553,0.800
719,27,5742.722,10396.278,5740,10393,6,6,0.910,7.810,5740,10393,129.806,5.821,1.179,0.848,0.871
720,876,3225.959,10431.197,3205,10415,40,32,0.672,40.608,3205,10436,9.926,32.000,1.124,0.889,0.904
721,796,4427.296,10437.616,4410,10422,34,31,0.808,34.928,4410,10441,13.241,31.000,1.089,0.918,0.939
722,30,1621.567,10428.367,1617,10426,8,5,0.830,8.544,1617,10427,159.444,5.000,1.499,0.667,0.870
723,1998,5784.258,10451.443,5758,10427,52,50,0.742,54.203,5761,10464,29.876,50.000,1.054,0.949,0.951
724,5,1541.500,10436.300,1540,10435,3,3,0.873,3.606,1540,10437,33.690,2.683,1.496,0.668,0.714
725,7,6303.071,10448.214,6301,10447,4,3,0.898,4.472,6301,10447,153.435,2.828,1.668,0.600,0.778
726,9,5680.500,10469.500,5679,10468,3,3,1.000,4.243,5679,10468,135.000,3.000,1.000,1.000,1.000
727,6,4349.333,10492.833,4347,10492,4,2,0.809,4.472,4347,10492,153.435,2.000,2.237,0.447,0.857
728,10,1421.500,10528.900,1419,10527,5,4,0.776,5.099,1419,10528,168.690,4.000,1.332,0.751,0.714
729,4,6453.500,10530.000,6453,10528,1,4,0.645,4.123,6453,10528,104.036,1.000,4.000,0.250,1.000
730,9,5677.611,10549.833,5676,10548,3,4,1.000,4.472,5677,10552,63.435,3.000,1.340,0.746,0.857
731,146,5146.404,10556.445,5139,10549,14,15,0.736,16.643,5142,10563,57.265,12.728,1.243,0.805,0.885
732,456,2107.250,10581.912,2094,10570,26,24,0.875,26.571,2095,10587,19.799,23.800,1.108,0.903,0.936
733,33,4498.864,10600.318,4495,10596,8,9,0.652,12.042,4495,10596,131.634,4.950,3.025,0.331,0.750
734,14,1645.000,10599.500,1642,10598,6,3,0.911,6.083,1642,10599,170.538,3.000,1.768,0.565,0.875
735,24,5128.750,10604.417,5125,10601,7,7,0.726,7.280,5125,10603,164.055,6.102,1.069,0.935,0.738
736,1785,2698.922,10653.401,2674,10629,49,50,0.794,52.802,2677,10668,37.304,45.255,1.140,0.877,0.944
737,9,5831.056,10669.833,5829,10668,4,3,1.000,4.472,5829,10669,153.435,3.000,1.536,0.651,0.857
738,87,1938.511,10674.040,1932,10669,12,10,0.899,12.649,1932,10675,18.435,10.000,1.171,0.854,0.897
739,14,5852.214,10672.000,5850,10670,4,4,1.000,5.000,5851,10670,126.870,4.000,1.020,0.981,0.933
740,8,2826.625,10673.375,2825,10672,3,3,1.000,4.243,2825,10672,135.000,3.000,1.229,0.814,0.941
741,112,5722.938,10686.205,5716,10680,13,12,0.932,13.601,5716,10685,162.897,12.000,1.101,0.908,0.892
742,4,6452.500,10687.000,6452,10685,1,4,0.645,4.123,6452,10685,104.036,1.000,4.000,0.250,1.000
743,6,2792.833,10708.667,2791,10707,3,3,0.916,3.606,2791,10708,146.310,3.000,1.124,0.890,0.800
744,22,4082.000,10714.727,4078,10712,7,5,0.840,7.280,4078,10714,164.055,5.000,1.515,0.660,0.800
745,26,5859.231,10720.308,5855,10718,7,5,0.825,7.616,5855,10720,156.801,5.000,1.378,0.726,0.897
746,16,5629.125,10729.250,5627,10727,4,5,1.000,5.657,5627,10731,45.000,4.000,1.150,0.869,0.889
747,11,2027.773,10757.500,2025,10756,5,3,0.887,5.385,2025,10758,21.801,3.000,1.714,0.583,0.846
748,11,1548.409,10769.591,1546,10768,5,4,0.780,5.831,1546,10771,30.964,3.883,1.511,0.662,0.733
749,6,1065.000,10776.000,1063,10775,4,2,0.916,4.472,1063,10777,26.565,2.000,2.082,0.480,0.857
750,10,5680.000,10787.300,5678,10786,4,3,1.000,4.472,5678,10786,153.435,3.000,1.327,0.753,0.909
751,39,6426.603,10790.577,6423,10787,8,7,0.929,8.944,6423,10788,153.435,6.871,1.319,0.758,0.857
752,27,2362.019,10804.056,2359,10801,6,6,1.000,7.211,2359,10806,33.690,6.000,1.202,0.832,0.871
753,55,2425.045,10817.555,2421,10813,8,9,0.993,9.849,2423,10822,66.038,8.000,1.182,0.846,0.909
754,6,2914.000,10850.500,2913,10849,2,3,1.000,3.606,2913,10849,123.690,2.000,1.500,0.667,1.000
755,7,2921.214,10850.500,2919,10849,4,3,0.898,5.000,2919,10849,143.130,2.683,2.339,0.427,0.778
756,41,2238.598,10853.622,2235,10850,7,7,0.997,8.602,2235,10856,35.538,7.000,1.178,0.849,0.921
757,39,848.321,10872.910,839,10868,15,9,0.311,16.553,839,10868,154.983,7.196,2.711,0.369,0.523
758,12,4231.500,10891.500,4229,10889,5,5,0.695,7.071,4229,10889,135.000,3.536,2.309,0.433,0.727
759,19,5141.237,10891.658,5138,10889,6,5,0.775,6.403,5138,10890,141.340,5.000,1.298,0.770,0.776
760,22,3130.773,10921.818,3128,10919,5,6,0.988,6.708,3130,10925,63.435,5.000,1.295,0.772,0.880
761,5,1566.100,10930.300,1565,10929,2,3,1.000,3.606,1565,10929,123.690,2.000,1.553,0.644,0.909
762,15,2874.900,10939.900,2873,10937,4,6,0.804,6.708,2873,10943,63.435,4.000,1.704,0.587,0.811
763,11,3751.136,10980.682,3748,10979,6,3,0.589,6.325,3748,10980,161.565,3.000,2.121,0.471,0.710
764,5,3758.700,10979.900,3757,10979,3,2,1.000,3.606,3757,10979,146.310,2.000,1.553,0.644,0.909
765,16,2195.250,10989.500,2193,10987,4,5,0.958,5.657,2193,10988,135.000,4.000,1.116,0.896,0.889
766,8,4935.625,11035.250,4934,11033,3,4,0.914,5.000,4934,11037,53.130,2.828,1.939,0.516,0.842
767,15,5791.500,11036.167,5790,11033,3,6,0.898,6.708,5790,11033,116.565,3.000,1.866,0.536,0.909
768,628,3528.237,11048.725,3512,11034,33,29,0.757,33.541,3512,11054,10.305,28.012,1.114,0.898,0.908
769,7,1671.643,11045.786,1670,11044,3,3,1.000,4.243,1670,11047,45.000,3.000,1.380,0.725,0.875
770,19,3343.342,11062.079,3341,11059,5,6,0.916,6.708,3342,11065,63.435,4.743,1.591,0.629,0.792
771,21,5750.738,11091.690,5748,11089,5,6,0.943,6.708,5750,11095,63.435,4.950,1.311,0.763,0.875
772,16,3374.562,11113.188,3372,11111,5,4,1.000,5.831,3372,11112,149.036,4.000,1.392,0.718,0.889
773,712,2489.697,11127.684,2474,11113,31,31,0.885,32.016,2478,11117,141.340,29.845,1.049,0.953,0.945
774,5,3437.700,11178.900,3436,11178,3,2,1.000,3.606,3436,11178,146.310,2.000,1.553,0.644,0.909
775,176,4941.790,11197.608,4934,11190,15,15,0.972,16.643,4935,11193,147.265,14.849,1.090,0.917,0.929
776,35,4032.586,11193.471,4028,11191,9,5,0.851,9.487,4028,11195,18.435,5.000,1.977,0.506,0.886
